sample super_pop pop admixture value
I473 AthGene AthGene EUR 0.991512
I473 AthGene AthGene SAS 0.008458
I474 AthGene AthGene EAS 0.011846
I474 AthGene AthGene AMR 0.144364
I474 AthGene AthGene AFR 0.266767
I474 AthGene AthGene EUR 0.577012
I474 AthGene AthGene SAS 1e-05
I475 AthGene AthGene EAS 1e-05
I475 AthGene AthGene AMR 0.020031
I475 AthGene AthGene AFR 0.866898
I475 AthGene AthGene EUR 0.113051
I475 AthGene AthGene SAS 1e-05
I476 AthGene AthGene EAS 0.065379
I476 AthGene AthGene AMR 0.19043
I476 AthGene AthGene AFR 0.048841
I476 AthGene AthGene EUR 0.660182
I476 AthGene AthGene SAS 0.035168
I477 AthGene AthGene EAS 1e-05
I477 AthGene AthGene AMR 1e-05
I477 AthGene AthGene AFR 0.005104
I477 AthGene AthGene EUR 0.994866
I477 AthGene AthGene SAS 1e-05
I478 AthGene AthGene EAS 0.015277
I478 AthGene AthGene AMR 0.004154
I478 AthGene AthGene AFR 1e-05
I478 AthGene AthGene EUR 0.952568
I478 AthGene AthGene SAS 0.027991
I479 AthGene AthGene EAS 0.026238
I479 AthGene AthGene AMR 0.013105
I479 AthGene AthGene AFR 1e-05
I479 AthGene AthGene EUR 0.960636
I479 AthGene AthGene SAS 1e-05
I48 AthGene AthGene EAS 0.020938
I48 AthGene AthGene AMR 1e-05
I48 AthGene AthGene AFR 1e-05
I48 AthGene AthGene EUR 0.979032
I48 AthGene AthGene SAS 1e-05
I480 AthGene AthGene EAS 0.012633
I480 AthGene AthGene AMR 0.002268
I480 AthGene AthGene AFR 1e-05
I480 AthGene AthGene EUR 0.985078
I480 AthGene AthGene SAS 1e-05
I481 AthGene AthGene EAS 1e-05
I481 AthGene AthGene AMR 0.010245
I481 AthGene AthGene AFR 1e-05
I481 AthGene AthGene EUR 0.963708
I481 AthGene AthGene SAS 0.026027
I482 AthGene AthGene EAS 0.010782
I482 AthGene AthGene AMR 1e-05
I482 AthGene AthGene AFR 1e-05
I482 AthGene AthGene EUR 0.989188
I482 AthGene AthGene SAS 1e-05
I483 AthGene AthGene EAS 0.003346
I483 AthGene AthGene AMR 1e-05
I483 AthGene AthGene AFR 1e-05
I483 AthGene AthGene EUR 0.984034
I483 AthGene AthGene SAS 0.012601
I484 AthGene AthGene EAS 1e-05
I484 AthGene AthGene AMR 0.003339
I484 AthGene AthGene AFR 1e-05
I484 AthGene AthGene EUR 0.920616
I484 AthGene AthGene SAS 0.076025
I485 AthGene AthGene EAS 1e-05
I485 AthGene AthGene AMR 1e-05
I485 AthGene AthGene AFR 1e-05
I485 AthGene AthGene EUR 0.933354
I485 AthGene AthGene SAS 0.066616
I486 AthGene AthGene EAS 1e-05
I486 AthGene AthGene AMR 0.001345
I486 AthGene AthGene AFR 1e-05
I486 AthGene AthGene EUR 0.906898
I486 AthGene AthGene SAS 0.091737
I487 AthGene AthGene EAS 0.000854
I487 AthGene AthGene AMR 1e-05
I487 AthGene AthGene AFR 1e-05
I487 AthGene AthGene EUR 0.94075
I487 AthGene AthGene SAS 0.058376
I488 AthGene AthGene EAS 1e-05
I488 AthGene AthGene AMR 0.006785
I488 AthGene AthGene AFR 1e-05
I488 AthGene AthGene EUR 0.963284
I488 AthGene AthGene SAS 0.029911
I489 AthGene AthGene EAS 0.015557
I489 AthGene AthGene AMR 1e-05
I489 AthGene AthGene AFR 1e-05
I489 AthGene AthGene EUR 0.979668
I489 AthGene AthGene SAS 0.004755
I49 AthGene AthGene EAS 1e-05
I49 AthGene AthGene AMR 0.008918
I49 AthGene AthGene AFR 1e-05
I49 AthGene AthGene EUR 0.991052
I49 AthGene AthGene SAS 1e-05
I490 AthGene AthGene EAS 0.0061
I490 AthGene AthGene AMR 0.016895
I490 AthGene AthGene AFR 1e-05
I490 AthGene AthGene EUR 0.976985
I490 AthGene AthGene SAS 1e-05
I491 AthGene AthGene EAS 0.01679
I491 AthGene AthGene AMR 1e-05
I491 AthGene AthGene AFR 0.485174
I491 AthGene AthGene EUR 0.498016
I491 AthGene AthGene SAS 1e-05
I492 AthGene AthGene EAS 0.003756
I492 AthGene AthGene AMR 0.019521
I492 AthGene AthGene AFR 1e-05
I492 AthGene AthGene EUR 0.976703
I492 AthGene AthGene SAS 1e-05
I493 AthGene AthGene EAS 0.00235
I493 AthGene AthGene AMR 0.018753
I493 AthGene AthGene AFR 1e-05
I493 AthGene AthGene EUR 0.955247
I493 AthGene AthGene SAS 0.02364
I494 AthGene AthGene EAS 0.026881
I494 AthGene AthGene AMR 1e-05
I494 AthGene AthGene AFR 1e-05
I494 AthGene AthGene EUR 0.943502
I494 AthGene AthGene SAS 0.029597
I495 AthGene AthGene EAS 1e-05
I495 AthGene AthGene AMR 1e-05
I495 AthGene AthGene AFR 1e-05
I495 AthGene AthGene EUR 0.924192
I495 AthGene AthGene SAS 0.075778
I496 AthGene AthGene EAS 1e-05
I496 AthGene AthGene AMR 0.016759
I496 AthGene AthGene AFR 1e-05
I496 AthGene AthGene EUR 0.983211
I496 AthGene AthGene SAS 1e-05
I497 AthGene AthGene EAS 1e-05
I497 AthGene AthGene AMR 0.004069
I497 AthGene AthGene AFR 1e-05
I497 AthGene AthGene EUR 0.995901
I497 AthGene AthGene SAS 1e-05
I498 AthGene AthGene EAS 0.017988
I498 AthGene AthGene AMR 1e-05
I498 AthGene AthGene AFR 1e-05
I498 AthGene AthGene EUR 0.981982
I498 AthGene AthGene SAS 1e-05
I499 AthGene AthGene EAS 1e-05
I499 AthGene AthGene AMR 1e-05
I499 AthGene AthGene AFR 1e-05
I499 AthGene AthGene EUR 0.978285
I499 AthGene AthGene SAS 0.021685
I5 AthGene AthGene EAS 0.006532
I5 AthGene AthGene AMR 0.01744
I5 AthGene AthGene AFR 1e-05
I5 AthGene AthGene EUR 0.976008
I5 AthGene AthGene SAS 1e-05
I50 AthGene AthGene EAS 0.070672
I50 AthGene AthGene AMR 1e-05
I50 AthGene AthGene AFR 1e-05
I50 AthGene AthGene EUR 0.929298
I50 AthGene AthGene SAS 1e-05
I500 AthGene AthGene EAS 1e-05
I500 AthGene AthGene AMR 1e-05
I500 AthGene AthGene AFR 1e-05
I500 AthGene AthGene EUR 0.919214
I500 AthGene AthGene SAS 0.080756
I501 AthGene AthGene EAS 1e-05
I501 AthGene AthGene AMR 0.005385
I501 AthGene AthGene AFR 1e-05
I501 AthGene AthGene EUR 0.93313
I501 AthGene AthGene SAS 0.061465
I502 AthGene AthGene EAS 0.018057
I502 AthGene AthGene AMR 0.006469
I502 AthGene AthGene AFR 1e-05
I502 AthGene AthGene EUR 0.940091
I502 AthGene AthGene SAS 0.035372
I503 AthGene AthGene EAS 1e-05
I503 AthGene AthGene AMR 1e-05
I503 AthGene AthGene AFR 1e-05
I503 AthGene AthGene EUR 0.939641
I503 AthGene AthGene SAS 0.060329
I504 AthGene AthGene EAS 1e-05
I504 AthGene AthGene AMR 1e-05
I504 AthGene AthGene AFR 1e-05
I504 AthGene AthGene EUR 0.991783
I504 AthGene AthGene SAS 0.008187
I505 AthGene AthGene EAS 1e-05
I505 AthGene AthGene AMR 1e-05
I505 AthGene AthGene AFR 0.007614
I505 AthGene AthGene EUR 0.992356
I505 AthGene AthGene SAS 1e-05
I506 AthGene AthGene EAS 0.010242
I506 AthGene AthGene AMR 1e-05
I506 AthGene AthGene AFR 1e-05
I506 AthGene AthGene EUR 0.989728
I506 AthGene AthGene SAS 1e-05
I507 AthGene AthGene EAS 0.003606
I507 AthGene AthGene AMR 1e-05
I507 AthGene AthGene AFR 1e-05
I507 AthGene AthGene EUR 0.939142
I507 AthGene AthGene SAS 0.057232
I508 AthGene AthGene EAS 1e-05
I508 AthGene AthGene AMR 0.021622
I508 AthGene AthGene AFR 1e-05
I508 AthGene AthGene EUR 0.946048
I508 AthGene AthGene SAS 0.032309
I509 AthGene AthGene EAS 0.010776
I509 AthGene AthGene AMR 1e-05
I509 AthGene AthGene AFR 0.003922
I509 AthGene AthGene EUR 0.958643
I509 AthGene AthGene SAS 0.026649
I51 AthGene AthGene EAS 0.000712
I51 AthGene AthGene AMR 0.012744
I51 AthGene AthGene AFR 1e-05
I51 AthGene AthGene EUR 0.986525
I51 AthGene AthGene SAS 1e-05
I510 AthGene AthGene EAS 1e-05
I510 AthGene AthGene AMR 1e-05
I510 AthGene AthGene AFR 0.000233
I510 AthGene AthGene EUR 0.943412
I510 AthGene AthGene SAS 0.056335
I511 AthGene AthGene EAS 0.036149
I511 AthGene AthGene AMR 0.028744
I511 AthGene AthGene AFR 1e-05
I511 AthGene AthGene EUR 0.935086
I511 AthGene AthGene SAS 1e-05
I512 AthGene AthGene EAS 1e-05
I512 AthGene AthGene AMR 0.432146
I512 AthGene AthGene AFR 0.013769
I512 AthGene AthGene EUR 0.510946
I512 AthGene AthGene SAS 0.043129
I513 AthGene AthGene EAS 0.002354
I513 AthGene AthGene AMR 0.013656
I513 AthGene AthGene AFR 1e-05
I513 AthGene AthGene EUR 0.938295
I513 AthGene AthGene SAS 0.045685
I514 AthGene AthGene EAS 0.021573
I514 AthGene AthGene AMR 0.015871
I514 AthGene AthGene AFR 1e-05
I514 AthGene AthGene EUR 0.962535
I514 AthGene AthGene SAS 1e-05
I515 AthGene AthGene EAS 0.033896
I515 AthGene AthGene AMR 1e-05
I515 AthGene AthGene AFR 0.644927
I515 AthGene AthGene EUR 0.321158
I515 AthGene AthGene SAS 1e-05
I516 AthGene AthGene EAS 1e-05
I516 AthGene AthGene AMR 1e-05
I516 AthGene AthGene AFR 1e-05
I516 AthGene AthGene EUR 0.99996
I516 AthGene AthGene SAS 1e-05
I517 AthGene AthGene EAS 0.017468
I517 AthGene AthGene AMR 1e-05
I517 AthGene AthGene AFR 0.002384
I517 AthGene AthGene EUR 0.980129
I517 AthGene AthGene SAS 1e-05
I518 AthGene AthGene EAS 1e-05
I518 AthGene AthGene AMR 0.029389
I518 AthGene AthGene AFR 1e-05
I518 AthGene AthGene EUR 0.922589
I518 AthGene AthGene SAS 0.048002
I519 AthGene AthGene EAS 0.99996
I519 AthGene AthGene AMR 1e-05
I519 AthGene AthGene AFR 1e-05
I519 AthGene AthGene EUR 1e-05
I519 AthGene AthGene SAS 1e-05
I52 AthGene AthGene EAS 0.007343
I52 AthGene AthGene AMR 0.012093
I52 AthGene AthGene AFR 1e-05
I52 AthGene AthGene EUR 0.957661
I52 AthGene AthGene SAS 0.022893
I520 AthGene AthGene EAS 1e-05
I520 AthGene AthGene AMR 1e-05
I520 AthGene AthGene AFR 1e-05
I520 AthGene AthGene EUR 0.930411
I520 AthGene AthGene SAS 0.069559
I521 AthGene AthGene EAS 1e-05
I521 AthGene AthGene AMR 0.009967
I521 AthGene AthGene AFR 1e-05
I521 AthGene AthGene EUR 0.953678
I521 AthGene AthGene SAS 0.036336
I522 AthGene AthGene EAS 0.00588
I522 AthGene AthGene AMR 0.017705
I522 AthGene AthGene AFR 1e-05
I522 AthGene AthGene EUR 0.976395
I522 AthGene AthGene SAS 1e-05
I523 AthGene AthGene EAS 1e-05
I523 AthGene AthGene AMR 0.012341
I523 AthGene AthGene AFR 1e-05
I523 AthGene AthGene EUR 0.976763
I523 AthGene AthGene SAS 0.010876
I524 AthGene AthGene EAS 0.006685
I524 AthGene AthGene AMR 1e-05
I524 AthGene AthGene AFR 1e-05
I524 AthGene AthGene EUR 0.917715
I524 AthGene AthGene SAS 0.07558
I525 AthGene AthGene EAS 1e-05
I525 AthGene AthGene AMR 0.014834
I525 AthGene AthGene AFR 1e-05
I525 AthGene AthGene EUR 0.89574
I525 AthGene AthGene SAS 0.089406
I526 AthGene AthGene EAS 1e-05
I526 AthGene AthGene AMR 0.005478
I526 AthGene AthGene AFR 1e-05
I526 AthGene AthGene EUR 0.982334
I526 AthGene AthGene SAS 0.012168
I527 AthGene AthGene EAS 1e-05
I527 AthGene AthGene AMR 0.035393
I527 AthGene AthGene AFR 1e-05
I527 AthGene AthGene EUR 0.918746
I527 AthGene AthGene SAS 0.045842
I528 AthGene AthGene EAS 0.99996
I528 AthGene AthGene AMR 1e-05
I528 AthGene AthGene AFR 1e-05
I528 AthGene AthGene EUR 1e-05
I528 AthGene AthGene SAS 1e-05
I53 AthGene AthGene EAS 0.000895
I53 AthGene AthGene AMR 1e-05
I53 AthGene AthGene AFR 1e-05
I53 AthGene AthGene EUR 0.991032
I53 AthGene AthGene SAS 0.008053
I54 AthGene AthGene EAS 1e-05
I54 AthGene AthGene AMR 0.028292
I54 AthGene AthGene AFR 0.004935
I54 AthGene AthGene EUR 0.93093
I54 AthGene AthGene SAS 0.035833
I55 AthGene AthGene EAS 1e-05
I55 AthGene AthGene AMR 0.008871
I55 AthGene AthGene AFR 1e-05
I55 AthGene AthGene EUR 0.963776
I55 AthGene AthGene SAS 0.027333
I56 AthGene AthGene EAS 0.252028
I56 AthGene AthGene AMR 0.275798
I56 AthGene AthGene AFR 1e-05
I56 AthGene AthGene EUR 0.46361
I56 AthGene AthGene SAS 0.008554
I57 AthGene AthGene EAS 0.000773
I57 AthGene AthGene AMR 1e-05
I57 AthGene AthGene AFR 1e-05
I57 AthGene AthGene EUR 0.937812
I57 AthGene AthGene SAS 0.061395
I58 AthGene AthGene EAS 1e-05
I58 AthGene AthGene AMR 0.009451
I58 AthGene AthGene AFR 1e-05
I58 AthGene AthGene EUR 0.928381
I58 AthGene AthGene SAS 0.062148
I59 AthGene AthGene EAS 1e-05
I59 AthGene AthGene AMR 0.016947
I59 AthGene AthGene AFR 1e-05
I59 AthGene AthGene EUR 0.979914
I59 AthGene AthGene SAS 0.003119
I6 AthGene AthGene EAS 0.000143
I6 AthGene AthGene AMR 0.001671
I6 AthGene AthGene AFR 0.002982
I6 AthGene AthGene EUR 0.974963
I6 AthGene AthGene SAS 0.020241
I60 AthGene AthGene EAS 0.01014
I60 AthGene AthGene AMR 0.00584
I60 AthGene AthGene AFR 1e-05
I60 AthGene AthGene EUR 0.958495
I60 AthGene AthGene SAS 0.025515
I61 AthGene AthGene EAS 1e-05
I61 AthGene AthGene AMR 0.030112
I61 AthGene AthGene AFR 1e-05
I61 AthGene AthGene EUR 0.906873
I61 AthGene AthGene SAS 0.062994
I62 AthGene AthGene EAS 0.005632
I62 AthGene AthGene AMR 1e-05
I62 AthGene AthGene AFR 0.004049
I62 AthGene AthGene EUR 0.9903
I62 AthGene AthGene SAS 1e-05
I63 AthGene AthGene EAS 0.004478
I63 AthGene AthGene AMR 0.007081
I63 AthGene AthGene AFR 1e-05
I63 AthGene AthGene EUR 0.988421
I63 AthGene AthGene SAS 1e-05
I64 AthGene AthGene EAS 0.018877
I64 AthGene AthGene AMR 1e-05
I64 AthGene AthGene AFR 1e-05
I64 AthGene AthGene EUR 0.981093
I64 AthGene AthGene SAS 1e-05
I65 AthGene AthGene EAS 0.003185
I65 AthGene AthGene AMR 0.007643
I65 AthGene AthGene AFR 0.00224
I65 AthGene AthGene EUR 0.945924
I65 AthGene AthGene SAS 0.041008
I66 AthGene AthGene EAS 1e-05
I66 AthGene AthGene AMR 1e-05
I66 AthGene AthGene AFR 1e-05
I66 AthGene AthGene EUR 0.99996
I66 AthGene AthGene SAS 1e-05
I67 AthGene AthGene EAS 1e-05
I67 AthGene AthGene AMR 0.019732
I67 AthGene AthGene AFR 1e-05
I67 AthGene AthGene EUR 0.980238
I67 AthGene AthGene SAS 1e-05
I68 AthGene AthGene EAS 0.011937
I68 AthGene AthGene AMR 0.040441
I68 AthGene AthGene AFR 1e-05
I68 AthGene AthGene EUR 0.94421
I68 AthGene AthGene SAS 0.003401
I69 AthGene AthGene EAS 0.384208
I69 AthGene AthGene AMR 0.011602
I69 AthGene AthGene AFR 0.00805
I69 AthGene AthGene EUR 0.477481
I69 AthGene AthGene SAS 0.118659
I7 AthGene AthGene EAS 0.011455
I7 AthGene AthGene AMR 1e-05
I7 AthGene AthGene AFR 1e-05
I7 AthGene AthGene EUR 0.988515
I7 AthGene AthGene SAS 1e-05
I70 AthGene AthGene EAS 0.012126
I70 AthGene AthGene AMR 1e-05
I70 AthGene AthGene AFR 1e-05
I70 AthGene AthGene EUR 0.987844
I70 AthGene AthGene SAS 1e-05
I71 AthGene AthGene EAS 0.012707
I71 AthGene AthGene AMR 1e-05
I71 AthGene AthGene AFR 0.002582
I71 AthGene AthGene EUR 0.956335
I71 AthGene AthGene SAS 0.028366
I72 AthGene AthGene EAS 0.01046
I72 AthGene AthGene AMR 1e-05
I72 AthGene AthGene AFR 0.000778
I72 AthGene AthGene EUR 0.986254
I72 AthGene AthGene SAS 0.002499
I73 AthGene AthGene EAS 0.027528
I73 AthGene AthGene AMR 1e-05
I73 AthGene AthGene AFR 1e-05
I73 AthGene AthGene EUR 0.972442
I73 AthGene AthGene SAS 1e-05
I74 AthGene AthGene EAS 0.002365
I74 AthGene AthGene AMR 0.011332
I74 AthGene AthGene AFR 1e-05
I74 AthGene AthGene EUR 0.975436
I74 AthGene AthGene SAS 0.010857
I75 AthGene AthGene EAS 1e-05
I75 AthGene AthGene AMR 1e-05
I75 AthGene AthGene AFR 0.009745
I75 AthGene AthGene EUR 0.8993
I75 AthGene AthGene SAS 0.090935
I76 AthGene AthGene EAS 1e-05
I76 AthGene AthGene AMR 0.024875
I76 AthGene AthGene AFR 1e-05
I76 AthGene AthGene EUR 0.955641
I76 AthGene AthGene SAS 0.019464
I77 AthGene AthGene EAS 0.03346
I77 AthGene AthGene AMR 1e-05
I77 AthGene AthGene AFR 1e-05
I77 AthGene AthGene EUR 0.925728
I77 AthGene AthGene SAS 0.040792
I78 AthGene AthGene EAS 0.007104
I78 AthGene AthGene AMR 0.022218
I78 AthGene AthGene AFR 1e-05
I78 AthGene AthGene EUR 0.950691
I78 AthGene AthGene SAS 0.019977
I79 AthGene AthGene EAS 1e-05
I79 AthGene AthGene AMR 0.009943
I79 AthGene AthGene AFR 0.002197
I79 AthGene AthGene EUR 0.987841
I79 AthGene AthGene SAS 1e-05
I8 AthGene AthGene EAS 0.0204
I8 AthGene AthGene AMR 0.012914
I8 AthGene AthGene AFR 1e-05
I8 AthGene AthGene EUR 0.966102
I8 AthGene AthGene SAS 0.000575
I80 AthGene AthGene EAS 1e-05
I80 AthGene AthGene AMR 0.022693
I80 AthGene AthGene AFR 1e-05
I80 AthGene AthGene EUR 0.944352
I80 AthGene AthGene SAS 0.032935
I81 AthGene AthGene EAS 1e-05
I81 AthGene AthGene AMR 1e-05
I81 AthGene AthGene AFR 0.018286
I81 AthGene AthGene EUR 0.877913
I81 AthGene AthGene SAS 0.103781
I82 AthGene AthGene EAS 0.001663
I82 AthGene AthGene AMR 0.024873
I82 AthGene AthGene AFR 1e-05
I82 AthGene AthGene EUR 0.930542
I82 AthGene AthGene SAS 0.042912
I83 AthGene AthGene EAS 1e-05
I83 AthGene AthGene AMR 0.010686
I83 AthGene AthGene AFR 1e-05
I83 AthGene AthGene EUR 0.931036
I83 AthGene AthGene SAS 0.058258
I84 AthGene AthGene EAS 0.016205
I84 AthGene AthGene AMR 0.012334
I84 AthGene AthGene AFR 0.001041
I84 AthGene AthGene EUR 0.97041
I84 AthGene AthGene SAS 1e-05
I85 AthGene AthGene EAS 0.016644
I85 AthGene AthGene AMR 1e-05
I85 AthGene AthGene AFR 0.002585
I85 AthGene AthGene EUR 0.980751
I85 AthGene AthGene SAS 1e-05
I86 AthGene AthGene EAS 0.009658
I86 AthGene AthGene AMR 0.012745
I86 AthGene AthGene AFR 1e-05
I86 AthGene AthGene EUR 0.977577
I86 AthGene AthGene SAS 1e-05
I87 AthGene AthGene EAS 1e-05
I87 AthGene AthGene AMR 0.001878
I87 AthGene AthGene AFR 1e-05
I87 AthGene AthGene EUR 0.89264
I87 AthGene AthGene SAS 0.105462
I88 AthGene AthGene EAS 0.003352
I88 AthGene AthGene AMR 1e-05
I88 AthGene AthGene AFR 0.005163
I88 AthGene AthGene EUR 0.991466
I88 AthGene AthGene SAS 1e-05
I89 AthGene AthGene EAS 1e-05
I89 AthGene AthGene AMR 0.004031
I89 AthGene AthGene AFR 1e-05
I89 AthGene AthGene EUR 0.914993
I89 AthGene AthGene SAS 0.080956
I9 AthGene AthGene EAS 0.026266
I9 AthGene AthGene AMR 0.014207
I9 AthGene AthGene AFR 1e-05
I9 AthGene AthGene EUR 0.959506
I9 AthGene AthGene SAS 1e-05
I90 AthGene AthGene EAS 1e-05
I90 AthGene AthGene AMR 0.032115
I90 AthGene AthGene AFR 1e-05
I90 AthGene AthGene EUR 0.947893
I90 AthGene AthGene SAS 0.019972
I91 AthGene AthGene EAS 0.007621
I91 AthGene AthGene AMR 1e-05
I91 AthGene AthGene AFR 0.001843
I91 AthGene AthGene EUR 0.964175
I91 AthGene AthGene SAS 0.02635
I92 AthGene AthGene EAS 1e-05
I92 AthGene AthGene AMR 0.008917
I92 AthGene AthGene AFR 1e-05
I92 AthGene AthGene EUR 0.991053
I92 AthGene AthGene SAS 1e-05
I93 AthGene AthGene EAS 1e-05
I93 AthGene AthGene AMR 0.022761
I93 AthGene AthGene AFR 1e-05
I93 AthGene AthGene EUR 0.960727
I93 AthGene AthGene SAS 0.016492
I94 AthGene AthGene EAS 0.016763
I94 AthGene AthGene AMR 0.00772
I94 AthGene AthGene AFR 1e-05
I94 AthGene AthGene EUR 0.895402
I94 AthGene AthGene SAS 0.080105
I95 AthGene AthGene EAS 1e-05
I95 AthGene AthGene AMR 0.008948
I95 AthGene AthGene AFR 1e-05
I95 AthGene AthGene EUR 0.991022
I95 AthGene AthGene SAS 1e-05
I96 AthGene AthGene EAS 1e-05
I96 AthGene AthGene AMR 0.019715
I96 AthGene AthGene AFR 0.003256
I96 AthGene AthGene EUR 0.953411
I96 AthGene AthGene SAS 0.023608
I97 AthGene AthGene EAS 0.767736
I97 AthGene AthGene AMR 0.031432
I97 AthGene AthGene AFR 0.002913
I97 AthGene AthGene EUR 1e-05
I97 AthGene AthGene SAS 0.19791
I98 AthGene AthGene EAS 1e-05
I98 AthGene AthGene AMR 0.024032
I98 AthGene AthGene AFR 1e-05
I98 AthGene AthGene EUR 0.935912
I98 AthGene AthGene SAS 0.040035
I99 AthGene AthGene EAS 1e-05
I99 AthGene AthGene AMR 1e-05
I99 AthGene AthGene AFR 1e-05
I99 AthGene AthGene EUR 0.89481
I99 AthGene AthGene SAS 0.10516
NA06984 EUR CEU EAS 1.4e-05
NA06984 EUR CEU AMR 1e-05
NA06984 EUR CEU AFR 0.003353
NA06984 EUR CEU EUR 0.910672
NA06984 EUR CEU SAS 0.08595
NA06985 EUR CEU EAS 0.007273
NA06985 EUR CEU AMR 1.1e-05
NA06985 EUR CEU AFR 1e-05
NA06985 EUR CEU EUR 0.96957
NA06985 EUR CEU SAS 0.023136
NA06986 EUR CEU EAS 0.0026
NA06986 EUR CEU AMR 0.008871
NA06986 EUR CEU AFR 1e-05
NA06986 EUR CEU EUR 0.925245
NA06986 EUR CEU SAS 0.063275
NA06989 EUR CEU EAS 1e-05
NA06989 EUR CEU AMR 1e-05
NA06989 EUR CEU AFR 1e-05
NA06989 EUR CEU EUR 0.958429
NA06989 EUR CEU SAS 0.041541
NA06994 EUR CEU EAS 1e-05
NA06994 EUR CEU AMR 0.016954
NA06994 EUR CEU AFR 1e-05
NA06994 EUR CEU EUR 0.910715
NA06994 EUR CEU SAS 0.072311
NA07000 EUR CEU EAS 1e-05
NA07000 EUR CEU AMR 0.017067
NA07000 EUR CEU AFR 1e-05
NA07000 EUR CEU EUR 0.938266
NA07000 EUR CEU SAS 0.044647
NA07037 EUR CEU EAS 1e-05
NA07037 EUR CEU AMR 0.004013
NA07037 EUR CEU AFR 0.016635
NA07037 EUR CEU EUR 0.935285
NA07037 EUR CEU SAS 0.044058
NA07048 EUR CEU EAS 0.01767
NA07048 EUR CEU AMR 1e-05
NA07048 EUR CEU AFR 1e-05
NA07048 EUR CEU EUR 0.976825
NA07048 EUR CEU SAS 0.005485
NA07051 EUR CEU EAS 1e-05
NA07051 EUR CEU AMR 0.001318
NA07051 EUR CEU AFR 1e-05
NA07051 EUR CEU EUR 0.97744
NA07051 EUR CEU SAS 0.021222
NA07056 EUR CEU EAS 1e-05
NA07056 EUR CEU AMR 1e-05
NA07056 EUR CEU AFR 1e-05
NA07056 EUR CEU EUR 0.97992
NA07056 EUR CEU SAS 0.02005
NA07347 EUR CEU EAS 1e-05
NA07347 EUR CEU AMR 0.008882
NA07347 EUR CEU AFR 1e-05
NA07347 EUR CEU EUR 0.966747
NA07347 EUR CEU SAS 0.024351
NA07357 EUR CEU EAS 0.022482
NA07357 EUR CEU AMR 1e-05
NA07357 EUR CEU AFR 1e-05
NA07357 EUR CEU EUR 0.9601
NA07357 EUR CEU SAS 0.017397
NA10847 EUR CEU EAS 1e-05
NA10847 EUR CEU AMR 0.009113
NA10847 EUR CEU AFR 1e-05
NA10847 EUR CEU EUR 0.981965
NA10847 EUR CEU SAS 0.008902
NA10851 EUR CEU EAS 0.023129
NA10851 EUR CEU AMR 1e-05
NA10851 EUR CEU AFR 1e-05
NA10851 EUR CEU EUR 0.976841
NA10851 EUR CEU SAS 1e-05
NA11829 EUR CEU EAS 1e-05
NA11829 EUR CEU AMR 0.01939
NA11829 EUR CEU AFR 0.001425
NA11829 EUR CEU EUR 0.979165
NA11829 EUR CEU SAS 1e-05
NA11830 EUR CEU EAS 1e-05
NA11830 EUR CEU AMR 0.021499
NA11830 EUR CEU AFR 0.000739
NA11830 EUR CEU EUR 0.934606
NA11830 EUR CEU SAS 0.043146
NA11831 EUR CEU EAS 1e-05
NA11831 EUR CEU AMR 1e-05
NA11831 EUR CEU AFR 0.00474
NA11831 EUR CEU EUR 0.971783
NA11831 EUR CEU SAS 0.023457
NA11832 EUR CEU EAS 1e-05
NA11832 EUR CEU AMR 1e-05
NA11832 EUR CEU AFR 0.002653
NA11832 EUR CEU EUR 0.949688
NA11832 EUR CEU SAS 0.047639
NA11840 EUR CEU EAS 1e-05
NA11840 EUR CEU AMR 0.030322
NA11840 EUR CEU AFR 1e-05
NA11840 EUR CEU EUR 0.928154
NA11840 EUR CEU SAS 0.041503
NA11843 EUR CEU EAS 1e-05
NA11843 EUR CEU AMR 0.022462
NA11843 EUR CEU AFR 1e-05
NA11843 EUR CEU EUR 0.95608
NA11843 EUR CEU SAS 0.021437
NA11881 EUR CEU EAS 1e-05
NA11881 EUR CEU AMR 0.011218
NA11881 EUR CEU AFR 0.009276
NA11881 EUR CEU EUR 0.979486
NA11881 EUR CEU SAS 1e-05
NA11892 EUR CEU EAS 1e-05
NA11892 EUR CEU AMR 1e-05
NA11892 EUR CEU AFR 0.008051
NA11892 EUR CEU EUR 0.929612
NA11892 EUR CEU SAS 0.062317
NA11893 EUR CEU EAS 0.001854
NA11893 EUR CEU AMR 0.020446
NA11893 EUR CEU AFR 1e-05
NA11893 EUR CEU EUR 0.956127
NA11893 EUR CEU SAS 0.021563
NA11894 EUR CEU EAS 0.010056
NA11894 EUR CEU AMR 1e-05
NA11894 EUR CEU AFR 1e-05
NA11894 EUR CEU EUR 0.929936
NA11894 EUR CEU SAS 0.059989
NA11918 EUR CEU EAS 1e-05
NA11918 EUR CEU AMR 1e-05
NA11918 EUR CEU AFR 1e-05
NA11918 EUR CEU EUR 0.99996
NA11918 EUR CEU SAS 1e-05
NA11919 EUR CEU EAS 1e-05
NA11919 EUR CEU AMR 0.001122
NA11919 EUR CEU AFR 1e-05
NA11919 EUR CEU EUR 0.893905
NA11919 EUR CEU SAS 0.104953
NA11920 EUR CEU EAS 0.032955
NA11920 EUR CEU AMR 0.006534
NA11920 EUR CEU AFR 1e-05
NA11920 EUR CEU EUR 0.960492
NA11920 EUR CEU SAS 1e-05
NA11930 EUR CEU EAS 1e-05
NA11930 EUR CEU AMR 0.008506
