sample super_pop pop admixture value
I221 AthGene AthGene EAS 0.015418
I221 AthGene AthGene AMR 1e-05
I221 AthGene AthGene AFR 1e-05
I221 AthGene AthGene EUR 0.984552
I221 AthGene AthGene SAS 1e-05
I222 AthGene AthGene EAS 0.023553
I222 AthGene AthGene AMR 0.012032
I222 AthGene AthGene AFR 1e-05
I222 AthGene AthGene EUR 0.960215
I222 AthGene AthGene SAS 0.004191
I223 AthGene AthGene EAS 1e-05
I223 AthGene AthGene AMR 1e-05
I223 AthGene AthGene AFR 1e-05
I223 AthGene AthGene EUR 0.92717
I223 AthGene AthGene SAS 0.0728
I224 AthGene AthGene EAS 1e-05
I224 AthGene AthGene AMR 1e-05
I224 AthGene AthGene AFR 1e-05
I224 AthGene AthGene EUR 0.851124
I224 AthGene AthGene SAS 0.148846
I225 AthGene AthGene EAS 0.00705
I225 AthGene AthGene AMR 0.017875
I225 AthGene AthGene AFR 1e-05
I225 AthGene AthGene EUR 0.975056
I225 AthGene AthGene SAS 1e-05
I226 AthGene AthGene EAS 0.025234
I226 AthGene AthGene AMR 0.003648
I226 AthGene AthGene AFR 0.002907
I226 AthGene AthGene EUR 0.965141
I226 AthGene AthGene SAS 0.00307
I227 AthGene AthGene EAS 1e-05
I227 AthGene AthGene AMR 0.015369
I227 AthGene AthGene AFR 1e-05
I227 AthGene AthGene EUR 0.965396
I227 AthGene AthGene SAS 0.019215
I228 AthGene AthGene EAS 0.025173
I228 AthGene AthGene AMR 1e-05
I228 AthGene AthGene AFR 1e-05
I228 AthGene AthGene EUR 0.940275
I228 AthGene AthGene SAS 0.034532
I229 AthGene AthGene EAS 0.008128
I229 AthGene AthGene AMR 0.000788
I229 AthGene AthGene AFR 1e-05
I229 AthGene AthGene EUR 0.956077
I229 AthGene AthGene SAS 0.034996
I23 AthGene AthGene EAS 1e-05
I23 AthGene AthGene AMR 1e-05
I23 AthGene AthGene AFR 0.99996
I23 AthGene AthGene EUR 1e-05
I23 AthGene AthGene SAS 1e-05
I230 AthGene AthGene EAS 1e-05
I230 AthGene AthGene AMR 1e-05
I230 AthGene AthGene AFR 1e-05
I230 AthGene AthGene EUR 0.973502
I230 AthGene AthGene SAS 0.026468
I231 AthGene AthGene EAS 0.013021
I231 AthGene AthGene AMR 1e-05
I231 AthGene AthGene AFR 1e-05
I231 AthGene AthGene EUR 0.986949
I231 AthGene AthGene SAS 1e-05
I232 AthGene AthGene EAS 0.030733
I232 AthGene AthGene AMR 0.018644
I232 AthGene AthGene AFR 0.000346
I232 AthGene AthGene EUR 0.950267
I232 AthGene AthGene SAS 1e-05
I233 AthGene AthGene EAS 1e-05
I233 AthGene AthGene AMR 1e-05
I233 AthGene AthGene AFR 0.004219
I233 AthGene AthGene EUR 0.931785
I233 AthGene AthGene SAS 0.063976
I234 AthGene AthGene EAS 0.027936
I234 AthGene AthGene AMR 1e-05
I234 AthGene AthGene AFR 1e-05
I234 AthGene AthGene EUR 0.972034
I234 AthGene AthGene SAS 1e-05
I235 AthGene AthGene EAS 1e-05
I235 AthGene AthGene AMR 1e-05
I235 AthGene AthGene AFR 1e-05
I235 AthGene AthGene EUR 0.914989
I235 AthGene AthGene SAS 0.084981
I236 AthGene AthGene EAS 0.000191
I236 AthGene AthGene AMR 0.023742
I236 AthGene AthGene AFR 1e-05
I236 AthGene AthGene EUR 0.976048
I236 AthGene AthGene SAS 1e-05
I237 AthGene AthGene EAS 0.022071
I237 AthGene AthGene AMR 1e-05
I237 AthGene AthGene AFR 1e-05
I237 AthGene AthGene EUR 0.965288
I237 AthGene AthGene SAS 0.012622
I238 AthGene AthGene EAS 0.006014
I238 AthGene AthGene AMR 0.028857
I238 AthGene AthGene AFR 1e-05
I238 AthGene AthGene EUR 0.888057
I238 AthGene AthGene SAS 0.077061
I239 AthGene AthGene EAS 1e-05
I239 AthGene AthGene AMR 0.008776
I239 AthGene AthGene AFR 1e-05
I239 AthGene AthGene EUR 0.946405
I239 AthGene AthGene SAS 0.044799
I24 AthGene AthGene EAS 1e-05
I24 AthGene AthGene AMR 0.002856
I24 AthGene AthGene AFR 1e-05
I24 AthGene AthGene EUR 0.979321
I24 AthGene AthGene SAS 0.017803
I240 AthGene AthGene EAS 1e-05
I240 AthGene AthGene AMR 0.014193
I240 AthGene AthGene AFR 1e-05
I240 AthGene AthGene EUR 0.961537
I240 AthGene AthGene SAS 0.024249
I241 AthGene AthGene EAS 0.025721
I241 AthGene AthGene AMR 1e-05
I241 AthGene AthGene AFR 1e-05
I241 AthGene AthGene EUR 0.943992
I241 AthGene AthGene SAS 0.030268
I242 AthGene AthGene EAS 0.013421
I242 AthGene AthGene AMR 1e-05
I242 AthGene AthGene AFR 0.007781
I242 AthGene AthGene EUR 0.873155
I242 AthGene AthGene SAS 0.105634
I243 AthGene AthGene EAS 1.2e-05
I243 AthGene AthGene AMR 0.016108
I243 AthGene AthGene AFR 1e-05
I243 AthGene AthGene EUR 0.972291
I243 AthGene AthGene SAS 0.011578
I244 AthGene AthGene EAS 1e-05
I244 AthGene AthGene AMR 0.005839
I244 AthGene AthGene AFR 1e-05
I244 AthGene AthGene EUR 0.984401
I244 AthGene AthGene SAS 0.00974
I245 AthGene AthGene EAS 1e-05
I245 AthGene AthGene AMR 0.013403
I245 AthGene AthGene AFR 0.004239
I245 AthGene AthGene EUR 0.959233
I245 AthGene AthGene SAS 0.023114
I246 AthGene AthGene EAS 1e-05
I246 AthGene AthGene AMR 0.025267
I246 AthGene AthGene AFR 1e-05
I246 AthGene AthGene EUR 0.955214
I246 AthGene AthGene SAS 0.019499
I247 AthGene AthGene EAS 1e-05
I247 AthGene AthGene AMR 0.00655
I247 AthGene AthGene AFR 1e-05
I247 AthGene AthGene EUR 0.925973
I247 AthGene AthGene SAS 0.067458
I248 AthGene AthGene EAS 1e-05
I248 AthGene AthGene AMR 0.020969
I248 AthGene AthGene AFR 1e-05
I248 AthGene AthGene EUR 0.912385
I248 AthGene AthGene SAS 0.066626
I249 AthGene AthGene EAS 1e-05
I249 AthGene AthGene AMR 0.025395
I249 AthGene AthGene AFR 1e-05
I249 AthGene AthGene EUR 0.971679
I249 AthGene AthGene SAS 0.002907
I25 AthGene AthGene EAS 1e-05
I25 AthGene AthGene AMR 0.024098
I25 AthGene AthGene AFR 1e-05
I25 AthGene AthGene EUR 0.975872
I25 AthGene AthGene SAS 1e-05
I250 AthGene AthGene EAS 0.022832
I250 AthGene AthGene AMR 0.006922
I250 AthGene AthGene AFR 1e-05
I250 AthGene AthGene EUR 0.953189
I250 AthGene AthGene SAS 0.017047
I251 AthGene AthGene EAS 1e-05
I251 AthGene AthGene AMR 0.019687
I251 AthGene AthGene AFR 0.001304
I251 AthGene AthGene EUR 0.909098
I251 AthGene AthGene SAS 0.069901
I252 AthGene AthGene EAS 0.000881
I252 AthGene AthGene AMR 1e-05
I252 AthGene AthGene AFR 0.007168
I252 AthGene AthGene EUR 0.850734
I252 AthGene AthGene SAS 0.141206
I253 AthGene AthGene EAS 1e-05
I253 AthGene AthGene AMR 0.002983
I253 AthGene AthGene AFR 0.001989
I253 AthGene AthGene EUR 0.925144
I253 AthGene AthGene SAS 0.069873
I254 AthGene AthGene EAS 1e-05
I254 AthGene AthGene AMR 0.005206
I254 AthGene AthGene AFR 1e-05
I254 AthGene AthGene EUR 0.951255
I254 AthGene AthGene SAS 0.043519
I255 AthGene AthGene EAS 1e-05
I255 AthGene AthGene AMR 1e-05
I255 AthGene AthGene AFR 1e-05
I255 AthGene AthGene EUR 0.930239
I255 AthGene AthGene SAS 0.069731
I256 AthGene AthGene EAS 0.009471
I256 AthGene AthGene AMR 0.003775
I256 AthGene AthGene AFR 1e-05
I256 AthGene AthGene EUR 0.986733
I256 AthGene AthGene SAS 1e-05
I257 AthGene AthGene EAS 0.013599
I257 AthGene AthGene AMR 0.011515
I257 AthGene AthGene AFR 0.004493
I257 AthGene AthGene EUR 0.861609
I257 AthGene AthGene SAS 0.108784
I258 AthGene AthGene EAS 1e-05
I258 AthGene AthGene AMR 0.001676
I258 AthGene AthGene AFR 0.002452
I258 AthGene AthGene EUR 0.96791
I258 AthGene AthGene SAS 0.027951
I259 AthGene AthGene EAS 0.012343
I259 AthGene AthGene AMR 1e-05
I259 AthGene AthGene AFR 0.004066
I259 AthGene AthGene EUR 0.98255
I259 AthGene AthGene SAS 0.001031
I26 AthGene AthGene EAS 1e-05
I26 AthGene AthGene AMR 1e-05
I26 AthGene AthGene AFR 1e-05
I26 AthGene AthGene EUR 0.99996
I26 AthGene AthGene SAS 1e-05
I260 AthGene AthGene EAS 1e-05
I260 AthGene AthGene AMR 0.009518
I260 AthGene AthGene AFR 1e-05
I260 AthGene AthGene EUR 0.88933
I260 AthGene AthGene SAS 0.101132
I261 AthGene AthGene EAS 0.015368
I261 AthGene AthGene AMR 0.003633
I261 AthGene AthGene AFR 0.002027
I261 AthGene AthGene EUR 0.978961
I261 AthGene AthGene SAS 1e-05
I262 AthGene AthGene EAS 0.022019
I262 AthGene AthGene AMR 1e-05
I262 AthGene AthGene AFR 0.000733
I262 AthGene AthGene EUR 0.971887
I262 AthGene AthGene SAS 0.00535
I263 AthGene AthGene EAS 1e-05
I263 AthGene AthGene AMR 0.017507
I263 AthGene AthGene AFR 1e-05
I263 AthGene AthGene EUR 0.982463
I263 AthGene AthGene SAS 1e-05
I264 AthGene AthGene EAS 1e-05
I264 AthGene AthGene AMR 0.041564
I264 AthGene AthGene AFR 1e-05
I264 AthGene AthGene EUR 0.945706
I264 AthGene AthGene SAS 0.012709
I265 AthGene AthGene EAS 0.014919
I265 AthGene AthGene AMR 0.007976
I265 AthGene AthGene AFR 0.002087
I265 AthGene AthGene EUR 0.954715
I265 AthGene AthGene SAS 0.020304
I266 AthGene AthGene EAS 0.00849
I266 AthGene AthGene AMR 1e-05
I266 AthGene AthGene AFR 1e-05
I266 AthGene AthGene EUR 0.99148
I266 AthGene AthGene SAS 1e-05
I267 AthGene AthGene EAS 1e-05
I267 AthGene AthGene AMR 0.007087
I267 AthGene AthGene AFR 0.023812
I267 AthGene AthGene EUR 0.931091
I267 AthGene AthGene SAS 0.038001
I268 AthGene AthGene EAS 1e-05
I268 AthGene AthGene AMR 0.018196
I268 AthGene AthGene AFR 1e-05
I268 AthGene AthGene EUR 0.953251
I268 AthGene AthGene SAS 0.028533
I269 AthGene AthGene EAS 1e-05
I269 AthGene AthGene AMR 0.012751
I269 AthGene AthGene AFR 1e-05
I269 AthGene AthGene EUR 0.970519
I269 AthGene AthGene SAS 0.01671
I27 AthGene AthGene EAS 0.006714
I27 AthGene AthGene AMR 0.001636
I27 AthGene AthGene AFR 1e-05
I27 AthGene AthGene EUR 0.986066
I27 AthGene AthGene SAS 0.005574
I270 AthGene AthGene EAS 1e-05
I270 AthGene AthGene AMR 0.035977
I270 AthGene AthGene AFR 1e-05
I270 AthGene AthGene EUR 0.962801
I270 AthGene AthGene SAS 0.001202
I271 AthGene AthGene EAS 1e-05
I271 AthGene AthGene AMR 0.026808
I271 AthGene AthGene AFR 1e-05
I271 AthGene AthGene EUR 0.960934
I271 AthGene AthGene SAS 0.012237
I272 AthGene AthGene EAS 0.011917
I272 AthGene AthGene AMR 1e-05
I272 AthGene AthGene AFR 1e-05
I272 AthGene AthGene EUR 0.98002
I272 AthGene AthGene SAS 0.008043
I273 AthGene AthGene EAS 1e-05
I273 AthGene AthGene AMR 1e-05
I273 AthGene AthGene AFR 1e-05
I273 AthGene AthGene EUR 0.921809
I273 AthGene AthGene SAS 0.078161
I274 AthGene AthGene EAS 1e-05
I274 AthGene AthGene AMR 1e-05
I274 AthGene AthGene AFR 1e-05
I274 AthGene AthGene EUR 0.99996
I274 AthGene AthGene SAS 1e-05
I275 AthGene AthGene EAS 0.004641
I275 AthGene AthGene AMR 0.029932
I275 AthGene AthGene AFR 1e-05
I275 AthGene AthGene EUR 0.961372
I275 AthGene AthGene SAS 0.004045
I276 AthGene AthGene EAS 0.003623
I276 AthGene AthGene AMR 0.019795
I276 AthGene AthGene AFR 1e-05
I276 AthGene AthGene EUR 0.949708
I276 AthGene AthGene SAS 0.026864
I277 AthGene AthGene EAS 0.013221
I277 AthGene AthGene AMR 1e-05
I277 AthGene AthGene AFR 1e-05
I277 AthGene AthGene EUR 0.899759
I277 AthGene AthGene SAS 0.087001
I278 AthGene AthGene EAS 1e-05
I278 AthGene AthGene AMR 0.02707
I278 AthGene AthGene AFR 0.003135
I278 AthGene AthGene EUR 0.968695
I278 AthGene AthGene SAS 0.00109
I279 AthGene AthGene EAS 0.016003
I279 AthGene AthGene AMR 1e-05
I279 AthGene AthGene AFR 1e-05
I279 AthGene AthGene EUR 0.937679
I279 AthGene AthGene SAS 0.046299
I28 AthGene AthGene EAS 1e-05
I28 AthGene AthGene AMR 0.007934
I28 AthGene AthGene AFR 1e-05
I28 AthGene AthGene EUR 0.974667
I28 AthGene AthGene SAS 0.017379
I280 AthGene AthGene EAS 1e-05
I280 AthGene AthGene AMR 0.001727
I280 AthGene AthGene AFR 1e-05
I280 AthGene AthGene EUR 0.969393
I280 AthGene AthGene SAS 0.028861
I281 AthGene AthGene EAS 0.031854
I281 AthGene AthGene AMR 0.082477
I281 AthGene AthGene AFR 0.149524
I281 AthGene AthGene EUR 0.627922
I281 AthGene AthGene SAS 0.108222
I282 AthGene AthGene EAS 1e-05
I282 AthGene AthGene AMR 1e-05
I282 AthGene AthGene AFR 1e-05
I282 AthGene AthGene EUR 0.921566
I282 AthGene AthGene SAS 0.078404
I283 AthGene AthGene EAS 0.017552
I283 AthGene AthGene AMR 1e-05
I283 AthGene AthGene AFR 1e-05
I283 AthGene AthGene EUR 0.960765
I283 AthGene AthGene SAS 0.021663
I284 AthGene AthGene EAS 1e-05
I284 AthGene AthGene AMR 0.026523
I284 AthGene AthGene AFR 0.003387
I284 AthGene AthGene EUR 0.941602
I284 AthGene AthGene SAS 0.028477
I285 AthGene AthGene EAS 0.004834
I285 AthGene AthGene AMR 0.021552
I285 AthGene AthGene AFR 1e-05
I285 AthGene AthGene EUR 0.973594
I285 AthGene AthGene SAS 1e-05
I286 AthGene AthGene EAS 1e-05
I286 AthGene AthGene AMR 0.007861
I286 AthGene AthGene AFR 1e-05
I286 AthGene AthGene EUR 0.9594
I286 AthGene AthGene SAS 0.032719
I287 AthGene AthGene EAS 1e-05
I287 AthGene AthGene AMR 0.027356
I287 AthGene AthGene AFR 0.001904
I287 AthGene AthGene EUR 0.968205
I287 AthGene AthGene SAS 0.002525
I288 AthGene AthGene EAS 1e-05
I288 AthGene AthGene AMR 0.00279
I288 AthGene AthGene AFR 1e-05
I288 AthGene AthGene EUR 0.902316
I288 AthGene AthGene SAS 0.094874
I289 AthGene AthGene EAS 1e-05
I289 AthGene AthGene AMR 0.012901
I289 AthGene AthGene AFR 1e-05
I289 AthGene AthGene EUR 0.987069
I289 AthGene AthGene SAS 1e-05
I29 AthGene AthGene EAS 0.004021
I29 AthGene AthGene AMR 1e-05
I29 AthGene AthGene AFR 1e-05
I29 AthGene AthGene EUR 0.960404
I29 AthGene AthGene SAS 0.035556
I290 AthGene AthGene EAS 1e-05
I290 AthGene AthGene AMR 0.01362
I290 AthGene AthGene AFR 1e-05
I290 AthGene AthGene EUR 0.98635
I290 AthGene AthGene SAS 1e-05
I291 AthGene AthGene EAS 0.006115
I291 AthGene AthGene AMR 0.016016
I291 AthGene AthGene AFR 0.002855
I291 AthGene AthGene EUR 0.975004
I291 AthGene AthGene SAS 1e-05
I292 AthGene AthGene EAS 0.020288
I292 AthGene AthGene AMR 0.002996
I292 AthGene AthGene AFR 1e-05
I292 AthGene AthGene EUR 0.976696
I292 AthGene AthGene SAS 1e-05
I293 AthGene AthGene EAS 0.011899
I293 AthGene AthGene AMR 0.015231
I293 AthGene AthGene AFR 1e-05
I293 AthGene AthGene EUR 0.97285
I293 AthGene AthGene SAS 1e-05
I294 AthGene AthGene EAS 0.004267
I294 AthGene AthGene AMR 0.027723
I294 AthGene AthGene AFR 1e-05
I294 AthGene AthGene EUR 0.96799
I294 AthGene AthGene SAS 1e-05
I295 AthGene AthGene EAS 1e-05
I295 AthGene AthGene AMR 0.007811
I295 AthGene AthGene AFR 1e-05
I295 AthGene AthGene EUR 0.930262
I295 AthGene AthGene SAS 0.061907
I296 AthGene AthGene EAS 0.003042
I296 AthGene AthGene AMR 1e-05
I296 AthGene AthGene AFR 1e-05
I296 AthGene AthGene EUR 0.984019
I296 AthGene AthGene SAS 0.012919
I297 AthGene AthGene EAS 0.015048
I297 AthGene AthGene AMR 0.00874
I297 AthGene AthGene AFR 1e-05
I297 AthGene AthGene EUR 0.964427
I297 AthGene AthGene SAS 0.011775
I298 AthGene AthGene EAS 1e-05
I298 AthGene AthGene AMR 0.015784
I298 AthGene AthGene AFR 1e-05
I298 AthGene AthGene EUR 0.984186
I298 AthGene AthGene SAS 1e-05
I299 AthGene AthGene EAS 1e-05
I299 AthGene AthGene AMR 0.020094
I299 AthGene AthGene AFR 1e-05
I299 AthGene AthGene EUR 0.96156
I299 AthGene AthGene SAS 0.018327
I3 AthGene AthGene EAS 0.003058
I3 AthGene AthGene AMR 1e-05
I3 AthGene AthGene AFR 1e-05
I3 AthGene AthGene EUR 0.951773
I3 AthGene AthGene SAS 0.045149
I30 AthGene AthGene EAS 0.013596
I30 AthGene AthGene AMR 1e-05
I30 AthGene AthGene AFR 0.001983
I30 AthGene AthGene EUR 0.984401
I30 AthGene AthGene SAS 1e-05
I300 AthGene AthGene EAS 1e-05
I300 AthGene AthGene AMR 0.014727
I300 AthGene AthGene AFR 1e-05
I300 AthGene AthGene EUR 0.855585
I300 AthGene AthGene SAS 0.129668
I301 AthGene AthGene EAS 0.010909
I301 AthGene AthGene AMR 0.034861
I301 AthGene AthGene AFR 1e-05
I301 AthGene AthGene EUR 0.908925
I301 AthGene AthGene SAS 0.045295
I302 AthGene AthGene EAS 1e-05
I302 AthGene AthGene AMR 0.003936
I302 AthGene AthGene AFR 1e-05
I302 AthGene AthGene EUR 0.954368
I302 AthGene AthGene SAS 0.041676
I303 AthGene AthGene EAS 0.018865
I303 AthGene AthGene AMR 1e-05
I303 AthGene AthGene AFR 0.000213
I303 AthGene AthGene EUR 0.847979
I303 AthGene AthGene SAS 0.132934
I304 AthGene AthGene EAS 1e-05
I304 AthGene AthGene AMR 1e-05
I304 AthGene AthGene AFR 0.058974
I304 AthGene AthGene EUR 0.674382
I304 AthGene AthGene SAS 0.266624
I305 AthGene AthGene EAS 1e-05
I305 AthGene AthGene AMR 0.016499
I305 AthGene AthGene AFR 0.001869
I305 AthGene AthGene EUR 0.981612
I305 AthGene AthGene SAS 1e-05
I306 AthGene AthGene EAS 0.003093
I306 AthGene AthGene AMR 0.027583
I306 AthGene AthGene AFR 0.002771
I306 AthGene AthGene EUR 0.966544
I306 AthGene AthGene SAS 1e-05
I307 AthGene AthGene EAS 0.030009
I307 AthGene AthGene AMR 0.023562
I307 AthGene AthGene AFR 1e-05
I307 AthGene AthGene EUR 0.855058
I307 AthGene AthGene SAS 0.091361
I308 AthGene AthGene EAS 1e-05
I308 AthGene AthGene AMR 0.022489
I308 AthGene AthGene AFR 1e-05
I308 AthGene AthGene EUR 0.940035
I308 AthGene AthGene SAS 0.037456
I309 AthGene AthGene EAS 1e-05
I309 AthGene AthGene AMR 0.023938
I309 AthGene AthGene AFR 1e-05
I309 AthGene AthGene EUR 0.976032
I309 AthGene AthGene SAS 1e-05
I31 AthGene AthGene EAS 0.033552
I31 AthGene AthGene AMR 0.000477
I31 AthGene AthGene AFR 1e-05
I31 AthGene AthGene EUR 0.965951
I31 AthGene AthGene SAS 1e-05
I310 AthGene AthGene EAS 1e-05
I310 AthGene AthGene AMR 0.005282
I310 AthGene AthGene AFR 1e-05
I310 AthGene AthGene EUR 0.97461
I310 AthGene AthGene SAS 0.020088
I311 AthGene AthGene EAS 1e-05
I311 AthGene AthGene AMR 0.022585
I311 AthGene AthGene AFR 1e-05
I311 AthGene AthGene EUR 0.977385
I311 AthGene AthGene SAS 1e-05
I312 AthGene AthGene EAS 1e-05
I312 AthGene AthGene AMR 0.007649
I312 AthGene AthGene AFR 1e-05
I312 AthGene AthGene EUR 0.971906
I312 AthGene AthGene SAS 0.020425
I313 AthGene AthGene EAS 1e-05
I313 AthGene AthGene AMR 1e-05
I313 AthGene AthGene AFR 0.004454
I313 AthGene AthGene EUR 0.988216
I313 AthGene AthGene SAS 0.00731
I314 AthGene AthGene EAS 1e-05
I314 AthGene AthGene AMR 0.013424
I314 AthGene AthGene AFR 0.001503
I314 AthGene AthGene EUR 0.959743
I314 AthGene AthGene SAS 0.025321
I315 AthGene AthGene EAS 0.007892
I315 AthGene AthGene AMR 1e-05
I315 AthGene AthGene AFR 0.034789
I315 AthGene AthGene EUR 0.891752
I315 AthGene AthGene SAS 0.065557
I316 AthGene AthGene EAS 1e-05
I316 AthGene AthGene AMR 0.011715
I316 AthGene AthGene AFR 0.032522
I316 AthGene AthGene EUR 0.794251
I316 AthGene AthGene SAS 0.161502
I317 AthGene AthGene EAS 0.012352
I317 AthGene AthGene AMR 0.022149
I317 AthGene AthGene AFR 1e-05
I317 AthGene AthGene EUR 0.915286
I317 AthGene AthGene SAS 0.050203
I318 AthGene AthGene EAS 0.009898
I318 AthGene AthGene AMR 0.000944
I318 AthGene AthGene AFR 0.002624
I318 AthGene AthGene EUR 0.932044
I318 AthGene AthGene SAS 0.054489
I319 AthGene AthGene EAS 1e-05
I319 AthGene AthGene AMR 0.002203
I319 AthGene AthGene AFR 0.028668
I319 AthGene AthGene EUR 0.876639
I319 AthGene AthGene SAS 0.09248
I32 AthGene AthGene EAS 1e-05
I32 AthGene AthGene AMR 1e-05
I32 AthGene AthGene AFR 1e-05
I32 AthGene AthGene EUR 0.967335
I32 AthGene AthGene SAS 0.032635
I320 AthGene AthGene EAS 0.005015
I320 AthGene AthGene AMR 1e-05
I320 AthGene AthGene AFR 1e-05
I320 AthGene AthGene EUR 0.981653
I320 AthGene AthGene SAS 0.013312
I321 AthGene AthGene EAS 1e-05
I321 AthGene AthGene AMR 0.004487
I321 AthGene AthGene AFR 1e-05
I321 AthGene AthGene EUR 0.906867
I321 AthGene AthGene SAS 0.088626
I322 AthGene AthGene EAS 0.026475
I322 AthGene AthGene AMR 0.006488
I322 AthGene AthGene AFR 1e-05
I322 AthGene AthGene EUR 0.965045
I322 AthGene AthGene SAS 0.001982
I323 AthGene AthGene EAS 1e-05
I323 AthGene AthGene AMR 1e-05
I323 AthGene AthGene AFR 0.030696
I323 AthGene AthGene EUR 0.729161
I323 AthGene AthGene SAS 0.240123
I324 AthGene AthGene EAS 1e-05
I324 AthGene AthGene AMR 1e-05
I324 AthGene AthGene AFR 0.004257
I324 AthGene AthGene EUR 0.987867
I324 AthGene AthGene SAS 0.007856
I325 AthGene AthGene EAS 1e-05
I325 AthGene AthGene AMR 0.02776
I325 AthGene AthGene AFR 1e-05
I325 AthGene AthGene EUR 0.944691
I325 AthGene AthGene SAS 0.027529
I326 AthGene AthGene EAS 0.005417
I326 AthGene AthGene AMR 1e-05
I326 AthGene AthGene AFR 1e-05
I326 AthGene AthGene EUR 0.985162
I326 AthGene AthGene SAS 0.009401
I327 AthGene AthGene EAS 0.001995
I327 AthGene AthGene AMR 1e-05
I327 AthGene AthGene AFR 1e-05
I327 AthGene AthGene EUR 0.94998
I327 AthGene AthGene SAS 0.048005
I328 AthGene AthGene EAS 0.004359
I328 AthGene AthGene AMR 0.002113
I328 AthGene AthGene AFR 1e-05
I328 AthGene AthGene EUR 0.929502
I328 AthGene AthGene SAS 0.064016
I329 AthGene AthGene EAS 0.007111
I329 AthGene AthGene AMR 0.003296
I329 AthGene AthGene AFR 0.108554
I329 AthGene AthGene EUR 0.800009
I329 AthGene AthGene SAS 0.081031
I33 AthGene AthGene EAS 0.001817
I33 AthGene AthGene AMR 1e-05
I33 AthGene AthGene AFR 1e-05
I33 AthGene AthGene EUR 0.920544
I33 AthGene AthGene SAS 0.077619
I330 AthGene AthGene EAS 1e-05
I330 AthGene AthGene AMR 0.008462
I330 AthGene AthGene AFR 1e-05
I330 AthGene AthGene EUR 0.948349
I330 AthGene AthGene SAS 0.043169
I331 AthGene AthGene EAS 0.004187
I331 AthGene AthGene AMR 0.009705
I331 AthGene AthGene AFR 1e-05
I331 AthGene AthGene EUR 0.986088
I331 AthGene AthGene SAS 1e-05
I332 AthGene AthGene EAS 0.007979
I332 AthGene AthGene AMR 0.015216
I332 AthGene AthGene AFR 1e-05
I332 AthGene AthGene EUR 0.953893
I332 AthGene AthGene SAS 0.022902
I333 AthGene AthGene EAS 1e-05
I333 AthGene AthGene AMR 0.031353
I333 AthGene AthGene AFR 0.487375
I333 AthGene AthGene EUR 0.465958
I333 AthGene AthGene SAS 0.015305
I334 AthGene AthGene EAS 1e-05
I334 AthGene AthGene AMR 0.022725
I334 AthGene AthGene AFR 1e-05
I334 AthGene AthGene EUR 0.961189
I334 AthGene AthGene SAS 0.016066
I335 AthGene AthGene EAS 0.015495
I335 AthGene AthGene AMR 1e-05
I335 AthGene AthGene AFR 1e-05
I335 AthGene AthGene EUR 0.967271
I335 AthGene AthGene SAS 0.017214
I336 AthGene AthGene EAS 1e-05
I336 AthGene AthGene AMR 1e-05
I336 AthGene AthGene AFR 0.99996
I336 AthGene AthGene EUR 1e-05
I336 AthGene AthGene SAS 1e-05
I337 AthGene AthGene EAS 1e-05
I337 AthGene AthGene AMR 0.009531
I337 AthGene AthGene AFR 1e-05
I337 AthGene AthGene EUR 0.969488
I337 AthGene AthGene SAS 0.020961
I338 AthGene AthGene EAS 0.001689
I338 AthGene AthGene AMR 0.001495
I338 AthGene AthGene AFR 0.002449
I338 AthGene AthGene EUR 0.94843
I338 AthGene AthGene SAS 0.045938
I339 AthGene AthGene EAS 2.9e-05
I339 AthGene AthGene AMR 1e-05
I339 AthGene AthGene AFR 1e-05
I339 AthGene AthGene EUR 0.987982
I339 AthGene AthGene SAS 0.011969
I34 AthGene AthGene EAS 0.005807
I34 AthGene AthGene AMR 1e-05
I34 AthGene AthGene AFR 1e-05
I34 AthGene AthGene EUR 0.978351
I34 AthGene AthGene SAS 0.015822
I340 AthGene AthGene EAS 1e-05
I340 AthGene AthGene AMR 1e-05
I340 AthGene AthGene AFR 0.071223
I340 AthGene AthGene EUR 0.868606
I340 AthGene AthGene SAS 0.06015
I341 AthGene AthGene EAS 1e-05
I341 AthGene AthGene AMR 1e-05
I341 AthGene AthGene AFR 1e-05
I341 AthGene AthGene EUR 0.995986
I341 AthGene AthGene SAS 0.003984
I342 AthGene AthGene EAS 0.004494
I342 AthGene AthGene AMR 1e-05
I342 AthGene AthGene AFR 1e-05
I342 AthGene AthGene EUR 0.995476
I342 AthGene AthGene SAS 1e-05
I343 AthGene AthGene EAS 0.021288
I343 AthGene AthGene AMR 0.000858
I343 AthGene AthGene AFR 1e-05
I343 AthGene AthGene EUR 0.940674
I343 AthGene AthGene SAS 0.037171
I344 AthGene AthGene EAS 1e-05
I344 AthGene AthGene AMR 0.006074
I344 AthGene AthGene AFR 1e-05
I344 AthGene AthGene EUR 0.955968
I344 AthGene AthGene SAS 0.037938
I345 AthGene AthGene EAS 1e-05
I345 AthGene AthGene AMR 0.016568
I345 AthGene AthGene AFR 1e-05
I345 AthGene AthGene EUR 0.952325
I345 AthGene AthGene SAS 0.031087
I346 AthGene AthGene EAS 1e-05
I346 AthGene AthGene AMR 0.008741
I346 AthGene AthGene AFR 1e-05
I346 AthGene AthGene EUR 0.923042
I346 AthGene AthGene SAS 0.068197
I347 AthGene AthGene EAS 1e-05
I347 AthGene AthGene AMR 0.003546
I347 AthGene AthGene AFR 0.002684
I347 AthGene AthGene EUR 0.927737
